label,natoms,enthalpy,volume,pressure,symmetry,formula,nform
LFSO-Li4Fe3S3O2-201028-233543-c32581,12,-431.01645833333333,17.161592333333335,0.0238,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-233650-9d66ee,24,-431.09975000000003,23.081586666666666,0.1066,(Cc),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-233723-31038f,12,-431.10346499999997,19.352000333333333,-0.0162,(C2/m),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-233922-235f83,24,-431.0646,24.670003500000004,-0.0027,(P3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-234553-724863,12,-430.5686575,17.76511783333333,0.0061,(F222),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-234719-15bfa2,24,-431.0049041666667,28.538553208333337,-0.0029,(R3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-234813-9e6c6f,24,-430.72175416666664,19.25881491666667,0.0367,(Cmm2),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-234911-62eb39,24,-430.9791,19.702277666666667,-0.1255,(P-1),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-234943-d7916e,12,-431.02386,24.623704416666666,0.4829,(Pm),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-235109-0fbe09,12,-431.08277666666663,18.970543333333335,-0.02,(R3),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-235208-e3a63b,24,-431.1134083333333,19.862086625,0.0127,(Cc),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-235402-58b348,24,-431.1957208333333,17.103837208333335,0.2949,(P-1),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-235530-0dfefb,24,-431.0139166666667,21.03975433333333,0.0478,(C222),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-235530-fdb1c1,12,-431.16285166666665,21.108917,-0.0211,(C2),Fe3Li4O2S3,1
LFSO-Li4Fe3S3O2-201028-235531-07aae7,24,-431.03207083333336,17.372795208333333,0.0644,(P-1),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-235531-f92f95,24,-431.11268333333334,25.44914916666667,0.0225,(P3),Fe3Li4O2S3,2
LFSO-Li4Fe3S3O2-201028-235611-ebae13,12,-431.12639083333335,21.234773583333332,0.0179,(C2),Fe3Li4O2S3,1
